HOG,LBP1,LBP2,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,f10
-0.008040928114050782,0.0,0.0,0.0,168.67169453542493,0.0851097726176987,149.07594113714825,0.1120573610615093,40.0,230.0
